,date,cusip,permno,permco,bidlo,askhi,prc,vol,ret,bid,ask,shrout,openprc,numtrd,retx,gvkey,datadate,fyearq,fqtr,fyr,tic,cusip,conm,datacqtr,datafqtr,rp,rdq,actq,altoq,ancq,aoq,arcedq,arceepsq,arceq,atq,cshfd12,ceqq,dd1q,cheq,chq,cogsq,csh12q,cshiq,cshopq,cshoq,dlcq,dlttq,dpq,dpretq,drcq,drltq,gdwlq,glaq,npq,ibcomq,ibmiiq,ibq,obkq,intanoq,intanq,invtq,lctq,lltq,lseq,ltq,niq,nopiq,oibdpq,piq,ppegtq,ppentq,prcraq,rcaq,rectq,rectrq,revtq,saleq,stkcoq,teqq,tstknq,txdbaq,txdbq,txdiq,txpq,txtq,udoltq,uinvq,ulcoq,wcapq,xintq,xoprq,xrdq,xsgaq,amcy,aqcy,capxy,cdvcy,chechy,cogsy,depcy,dltisy,dltry,dpcy,dprety,dpy,dvpy,dvy,ffoy,fincfy,gdwliay,gdwlipy,ibmiiy,intpny,invchy,ivncfy,niy,nopiy,oancfy,piy,prstkccy,prstkcy,revty,saley,scstkcy,stkcoy,txdcy,txpdy,txty,uwkcapcy,wcapchy,xopry,xrdy,xsgay,cshtrq,dvpspq,mkvaltq,prccq,prchq,prclq
931,2012-10-22,03215910,38746.0,20193.0,6.57000017166138,6.82999992370605,6.65000009536743,8600.0,-0.0334302335977554,6.59999990463257,6.71999979019165,5996.0,6.57000017166138,,-0.0334302335977554,001618,2012-04-30,2011.0,4.0,4.0,AXR,032159105,AMREP CORP,2012Q1,2011Q4,Q,2012-07-26,,10.244,,29.46,,,,203.039,5.996,74.645,16.974,27.847,27.847,17.148,5.996,7.421,,5.996,16.974,4.351,1.001,,0.0,0.0,0.0,,0.0,-1.631,-1.631,-1.631,,8.447,8.447,75.894,,,203.039,128.394,-1.631,0.0,-1.218,-2.494,52.46,25.924,,,40.599,40.599,19.092,19.092,,74.645,1.425,8.026,0.0,-0.64,0.435,-0.863,,,,,0.348,20.31,,3.162,,0.0,1.073,,2.091,68.237,,13.503,16.163,4.979,,4.979,0.0,0.0,,-2.66,,,-1.143,1.468,,-1.061,-1.143,0.0,5.812,-2.039,,0.0,85.36,85.36,,,,0.237,-0.896,,,81.09,,12.853,459326.0,0.0,46.5889,7.77,8.99,6.0
932,2012-10-22,84339510,91622.0,51457.0,8.0,8.14999961853027,-8.07499980926514,0.0,0.00937497615814209,8.0,8.14999961853027,11590.0,,0.0,0.00937497615814209,175607,2012-06-30,2012.0,2.0,12.0,SONA,843395104,SOUTHERN NATIONAL BANCORP VA,2012Q2,2012Q2,Q,2012-07-26,,,,125.068,,,,711.991,11.5918,103.012,,27.343,,2.853,11.59,11.59,,11.59,31.029,30.25,0.37,,,,9.16,,,2.215,2.215,2.215,,1.716,10.876,13.458,,,711.991,608.979,2.215,-1.426,1.876,3.215,,6.132,,,539.99,,,7.547,0.047,103.012,0.0,6.175,0.0,,,1.0,,,,,,5.671,,2.818,,-47.257,0.072,,22.308,5.737,,0.0,16.488,0.747,,0.747,0.0,0.349,,-61.121,,,4.058,2.985,0.0,79.474,4.058,-2.798,3.955,5.965,,0.0,,17.493,,0.097,,1.2,1.907,,,11.118,,5.381,394560.0,0.015,87.8522,7.58,7.8,6.65
933,2012-10-22,15976510,85539.0,15826.0,3.5,3.69000005722046,3.60999989509583,41832.0,-0.00276242848485708,3.59999990463257,3.63000011444092,19649.0,3.58999991416931,185.0,-0.00276242848485708,065850,2012-06-30,2012.0,2.0,12.0,CTHR,159765106,CHARLES & COLVARD LTD,2012Q2,2012Q2,Q,2012-07-26,23.111,27.389,30.578,28.906,,,,53.689,19.8293,51.915,0.0,10.212,10.212,1.441,19.5088,19.639,0.0,19.639,0.0,0.0,0.201,,0.0,0.0,0.0,,0.0,0.549,0.549,0.549,,0.259,0.259,6.869,1.391,0.383,53.689,1.774,0.549,0.018,0.739,0.555,,1.672,0.0,,5.435,5.433,5.059,5.059,0.28,51.915,0.0,0.0,0.0,,0.0,0.006,,,,21.72,0.001,4.32,0.009,2.879,,0.0,0.486,,3.51,3.352,,0.0,0.0,0.265,,0.318,0.0,0.0,,0.12,,,0.173,0.001,0.735,1.974,0.173,0.042,1.416,-0.138,,0.0,9.237,9.237,,0.569,0.0,0.012,-0.311,,,9.098,0.017,5.746,1596533.0,0.0,74.039,3.77,4.75,3.45
934,2012-10-22,89176910,89143.0,42116.0,11.8100004196167,12.0,11.8199996948242,3402.0,-0.015000025741756,11.8100004196167,12.1099996566772,4877.0,12.0,26.0,-0.015000025741756,117868,2012-06-30,2012.0,2.0,12.0,TOFC,891769101,TOWER FINANCIAL CORP,2012Q2,2012Q2,Q,2012-07-26,,,,155.531,,,,651.239,4.8533,64.934,,26.535,,1.842,4.8533,4.918,,4.853,0.0,31.027,0.51,,,,0.0,,,1.365,1.365,1.365,,0.0,0.0,5.413,,,651.239,586.305,1.365,-1.036,3.427,1.881,,8.959,,,454.801,,,8.748,0.01,64.934,0.065,,0.0,,,0.516,,,,,,5.321,,3.479,,0.0,0.262,,-41.195,3.831,,3.5,2.0,1.04,,1.04,0.0,0.0,,-49.051,,,2.453,4.195,-0.286,5.818,2.453,-2.335,2.038,3.31,,0.0,,17.415,,0.018,0.0,0.35,0.857,,,10.73,,6.899,170322.0,0.0,49.5006,10.2,10.93,10.05
935,2012-10-22,83545R20,85953.0,34728.0,7.65000009536743,7.84999990463257,7.67000007629395,4444.0,-0.0103225708007812,7.67999982833862,8.0,3896.0,7.84999990463257,22.0,-0.0103225708007812,109186,2012-06-30,2012.0,3.0,9.0,SOFO,83545R207,SONIC FOUNDRY INC,2012Q2,2012Q3,Q,2012-07-26,12.533,0.02,10.694,7.846,,,,23.227,3.8835,10.278,0.79,4.253,4.253,1.974,3.843,3.875,,3.863,0.79,1.096,0.228,,5.33,0.376,7.576,,0.0,0.559,0.559,0.559,,0.0,7.576,0.749,9.013,3.936,23.227,12.949,0.559,0.219,0.628,0.619,6.853,2.848,,,6.609,6.609,7.757,7.757,0.176,10.278,0.012,0.0,1.91,,0.0,0.06,,,,3.52,,7.129,1.089,5.155,,0.0,1.119,,-1.262,4.91,,1.2,1.297,0.652,,0.614,0.0,0.0,,0.05,,,0.259,,-0.213,-1.119,0.259,0.144,-0.193,0.439,,0.0,19.87,19.87,,0.591,0.18,,0.18,,,18.961,3.033,14.051,365828.0,0.0,27.9836,7.244,9.09,6.7
936,2012-10-22,40049110,79442.0,29916.0,13.1800003051758,13.4399995803833,13.3900003433228,15600.0,0.0113293481990695,13.3100004196167,13.3999996185303,4992.0,13.2200002670288,,0.0113293481990695,028535,2012-06-30,2012.0,2.0,12.0,SIM,400491106,GRUPO SIMEC SA DE CV,2012Q2,2012Q2,Q,2012-07-26,1368.567,130.654,1094.126,398.729,,,,2462.693,165.903,1766.08,0.0,591.921,591.921,472.104,165.903,165.903,0.0,165.903,51.84,0.0,18.168,,0.0,0.0,135.274,,51.84,75.603,78.078,75.603,,132.801,268.075,447.505,308.884,226.49,2462.693,535.374,75.603,8.379,86.892,76.763,1412.21,695.397,,,308.868,257.269,579.367,579.367,,1927.319,0.0,0.0,217.978,-2.316,0.0,-1.315,,,,1059.683,0.34,492.475,,20.371,,0.0,40.256,,104.479,995.937,,0.0,0.0,37.563,,37.563,0.0,0.0,,-0.899,,,135.252,,-32.324,-39.276,132.512,-1.691,144.788,131.616,,0.0,1212.77,1212.77,,,-4.81,0.0,-3.636,,,1041.001,,45.064,2275734.0,0.0,,9.44,10.5,8.24
937,2012-10-22,43708L10,12487.0,53628.0,17.6000003814697,17.6000003814697,17.6000003814697,2000.0,-0.00424321694299579,17.4500007629395,17.7000007629395,2778.0,17.6000003814697,2.0,-0.00424321694299579,162825,2012-06-30,2012.0,4.0,6.0,HFBL,43708L108,HOME FEDERAL BANCORP INC/LA,2012Q2,2012Q4,Q,2012-07-26,,,,77.028,,,,296.183,2.818,49.888,,34.863,,1.083,2.8,3.062,0.094,2.877,0.0,23.469,0.042,,,,0.0,,,0.774,0.774,0.774,,0.0,0.0,11.157,,,296.183,246.295,0.774,-0.485,1.573,1.046,,4.872,14.73,,168.263,,,4.205,0.093,49.888,0.185,0.0,0.036,,,0.272,,,,,,2.632,,1.549,,0.0,1.14,,25.264,3.906,,39.0,42.422,0.205,,0.205,0.0,0.727,,60.094,,,2.843,3.087,-2.151,-33.278,2.843,-2.099,-1.552,3.97,,3.674,,16.046,,0.164,-0.372,1.488,1.127,,,9.772,,5.866,190944.0,0.06,42.4358,14.75,15.5,14.0
938,2012-10-22,91962910,91187.0,50602.0,8.75,9.5,-9.125,50.0,-0.0188172236084938,8.75,9.5,4742.0,,2.0,-0.0188172236084938,062245,2012-06-30,2012.0,2.0,12.0,VYFC,919629105,VALLEY FINANCIAL CORP,2012Q2,2012Q2,Q,2012-07-26,,,,210.512,,,,796.282,4.7798,48.444,,33.803,,1.474,4.7258,4.742,,4.742,15.658,49.496,0.172,,,,0.0,,,1.624,1.869,1.869,,0.0,0.0,21.713,,,796.282,732.088,1.869,-1.667,4.539,2.7,,7.882,,,522.372,,,9.015,0.028,64.194,0.0,,0.0,,,0.831,,,,,,4.476,,3.002,,0.0,0.74,,3.079,3.203,,0.0,10.0,0.346,,0.346,0.489,0.4,,18.056,,,3.528,3.307,0.0,-21.519,3.528,-3.357,6.542,5.085,,0.0,,18.0,,0.161,,1.224,1.557,,,9.212,,6.009,86532.0,0.0,37.6994,7.9501,8.85,7.2501
939,2012-10-22,25066010,87814.0,18398.0,5.03000020980835,5.49989986419678,5.42000007629395,2700.0,0.00370370014570653,5.15000009536743,5.42000007629395,2821.0,5.07499980926514,22.0,0.00370370014570653,132644,2012-06-30,2012.0,1.0,3.0,DTRM,250660107,DETERMINE INC,2012Q2,2012Q1,Q,2012-07-26,17.819,0.039,0.411,0.039,,,,18.23,2.7808,3.902,0.0,13.583,13.583,1.511,2.7808,,0.009,2.821,6.0,0.0,0.048,,5.538,1.126,0.0,,6.0,-0.709,-0.709,-0.709,,0.0,0.0,0.0,13.165,1.163,18.23,14.328,-0.709,-0.005,-0.656,-0.709,,0.372,3.91,,3.581,3.581,4.176,4.176,0.208,3.902,,0.0,0.0,,,0.0,,,,4.654,,4.832,0.931,3.321,,0.0,0.058,,-2.294,1.511,,0.0,0.0,0.048,,0.048,0.0,0.0,,-0.036,,,-0.709,,0.0,0.141,-0.709,-0.005,-2.399,-0.709,,0.036,4.176,4.176,,0.208,0.0,,0.0,,,4.832,0.931,3.321,119913.0,0.0,11.5097,4.08,4.21,3.75
940,2012-10-22,00213J10,89761.0,44123.0,0.165999993681908,0.200000002980232,0.165999993681908,8700.0,0.0709676966071129,0.159999996423721,0.170000001788139,7107.0,0.200000002980232,,0.0709676966071129,147101,2012-06-30,2012.0,3.0,9.0,ATCV,00213J101,ATC VENTURES GROUP INC,2012Q2,2012Q3,Q,2012-07-26,,,,,,,,,7.1328,,,,,0.194,7.1328,,,7.091,,,,,,,,,,0.842,0.842,0.842,,,,,,,,,0.842,,,0.842,,,,,,,1.056,1.056,,,,,,,,0.0,,,,,,0.843,,0.649,,,,,,2.496,,,,,,,0.0,,,,,,0.197,,,,1.906,,,0.197,,,3.584,3.584,,,,,0.0,,,3.982,,1.486,526063.0,0.0,0.8545,0.1205,0.43,0.1
941,2012-10-22,75747910,88371.0,37740.0,3.76999998092651,4.09999990463257,3.8199999332428,60953.0,-0.0329114198684692,3.79999995231628,3.8199999332428,9296.0,4.03000020980835,202.0,-0.0329114198684692,136828,2012-06-30,2012.0,1.0,3.0,REDFY,757479100,REDIFF.COM INDIA LTD  -ADR,2012Q2,2012Q1,Q,2012-07-26,,,,,,,,,27.585,,,,,2.49,27.585,,,27.59,,,0.88,,,,,,,-2.62,-2.62,-2.62,,,,,,,,,-2.62,0.53,-2.27,-2.62,,,,,,,3.67,3.67,0.14,,,,,,,0.0,,,,,0.0,5.94,,3.45,,,,,,2.49,,,,,,0.88,0.0,,,,,,-2.62,,,,-2.62,0.53,,-2.62,,,3.67,3.67,,0.14,,,0.0,,,5.94,,3.45,5285464.0,0.0,,4.07,7.21,3.5
942,2012-10-22,94676010,81893.0,13852.0,12.6800003051758,13.0200004577637,12.6800003051758,21275.0,0.00237159593962133,12.6700000762939,12.8900003433228,4762.0,13.0200004577637,88.0,0.00237159593962133,061028,2012-06-30,2012.0,2.0,12.0,WSTG,946760105,WAYSIDE TECHNOLOGY GROUP INC,2012Q2,2012Q2,Q,2012-07-26,66.088,0.324,10.245,9.875,,,,76.333,4.6023,30.486,0.083,12.809,7.237,63.497,4.429,5.285,0.012,4.712,0.083,0.014,0.082,,0.0,0.0,0.0,,0.0,1.304,1.304,1.304,,,0.0,1.307,45.833,0.014,76.333,45.847,1.304,0.13,2.121,2.169,3.329,0.37,13.07,,50.369,50.369,69.169,69.169,0.232,30.486,0.573,0.25,0.0,-0.042,0.0,0.865,,,,20.255,,67.048,,3.551,,0.0,0.073,,-1.965,124.756,,0.0,0.034,0.163,,0.163,0.0,1.486,,-1.276,,,2.333,,-0.067,-0.264,2.333,0.255,-0.407,3.874,,0.277,136.076,136.076,,0.463,-0.018,1.96,1.541,,,132.294,,7.538,919403.0,0.16,57.7225,12.2501,17.5,11.8802
943,2012-10-22,46059310,45560.0,6785.0,2.41000008583069,2.75999999046326,2.41000008583069,12249.0,-0.123636335134506,2.39000010490417,2.49000000953674,7000.0,2.75999999046326,41.0,-0.123636335134506,006130,2012-06-30,2012.0,2.0,12.0,INPHQ,460593106,INTERPHASE CORP,2012Q2,2012Q2,Q,2012-07-26,15.769,0.45,1.049,0.631,,,,16.818,6.9933,10.455,0.0,10.163,5.23,1.804,6.9215,6.999,,6.999,0.0,3.5,0.089,,0.149,0.0,0.0,,0.0,-1.122,-1.122,-1.122,,0.181,0.181,2.406,2.72,3.643,16.818,6.363,-1.122,0.009,-1.047,-1.127,6.76,0.418,,,2.789,2.789,3.47,3.47,0.18,10.455,0.0,0.0,0.0,,,-0.005,,,,13.049,,4.517,0.854,2.713,,0.0,0.157,,-2.24,3.834,,7.0,7.0,0.224,,0.224,0.0,0.0,,0.821,,,-2.051,,-0.87,-0.805,-2.051,0.013,-2.254,-2.06,,0.0,7.484,7.484,,0.331,0.0,,-0.009,,,9.333,1.786,5.499,1919384.0,0.0,30.6556,4.38,7.39,3.57
944,2012-10-22,47237510,89798.0,44174.0,2.86989998817444,2.86989998817444,2.86989998817444,800.0,0.0985683351755142,2.54999995231628,2.86999988555908,6630.0,2.86989998817444,1.0,0.0985683351755142,154714,2012-06-30,2012.0,4.0,6.0,JFBI,472375104,JEFFERSON BANCSHARES INC/TN,2012Q2,2012Q4,Q,2012-07-26,,,,110.921,,,,522.93,6.243,52.629,,56.693,,1.539,6.243,9.182,,6.632,0.398,45.108,0.45,,,,0.0,,,0.291,0.291,0.291,,1.537,1.537,6.456,,,522.93,470.301,0.291,-0.862,1.693,0.381,,26.361,2.15,,322.499,,,5.726,,52.629,2.55,10.676,0.0,,,0.09,,,,,,4.033,,2.494,,0.0,0.825,,16.145,14.443,,0.0,0.025,1.854,,1.854,0.0,0.0,,-30.916,,,-4.0,4.332,-0.381,40.722,-4.0,-4.875,6.339,-6.524,,0.007,,24.612,,,-2.524,0.0,-2.524,,,24.407,,9.964,294776.0,0.0,16.3147,2.46,2.47,1.84
945,2012-10-22,68738010,92919.0,53141.0,9.5,9.97000026702881,9.78999996185303,5271.0,0.0283612906932831,9.52000045776367,9.97000026702881,8065.0,9.5,47.0,0.0283612906932831,111819,2012-06-30,2012.0,2.0,12.0,ORRF,687380105,ORRSTOWN FINANCIAL SVCS INC,2012Q2,2012Q2,Q,2012-07-26,,,,367.062,,,,1328.475,8.0503,107.629,,125.523,,25.083,8.05,8.066,0.0,8.065,27.493,38.142,0.64,,,,,,,-9.914,-9.914,-9.914,,,0.936,7.162,,,1328.475,1220.846,-9.914,-3.876,-12.644,-17.16,,26.983,,,801.745,,,18.656,0.005,107.629,0.001,,0.0,,,-7.246,,,,,,31.3,,6.217,,0.0,0.781,,-3.832,46.53,,0.0,15.656,1.294,,1.294,0.0,0.0,,-95.591,,,-18.132,4.755,-2.272,81.652,-18.132,-8.256,10.107,-30.21,,0.0,,37.936,,0.023,-2.538,1.267,-12.078,,,58.596,,12.066,2443619.0,0.0,64.762,8.03,9.05,7.45
946,2012-10-22,57722310,80943.0,13337.0,0.759999990463257,0.790000021457672,0.771000027656555,158864.0,-0.023061303421855,0.768800020217896,0.771000027656555,58599.0,0.785000026226044,442.0,-0.023061303421855,030710,2012-06-30,2012.0,2.0,12.0,MTSN,577223100,MATTSON TECHNOLOGY INC,2012Q2,2012Q2,Q,2012-07-26,95.557,0.74,9.052,1.365,,,,104.609,58.3565,56.61,0.0,30.747,28.87,20.73,58.3565,62.744,,58.654,0.0,0.0,0.899,,9.982,3.499,0.0,,0.0,-3.346,-3.346,-3.346,,0.625,0.625,36.581,40.318,7.681,104.609,47.999,-3.346,-0.238,-1.342,-3.31,69.397,7.687,,-0.831,21.446,21.446,34.884,34.884,0.352,56.61,4.181,0.0,0.0,,,0.036,,,,55.239,,36.226,5.791,15.496,,0.0,0.731,,-2.203,53.418,,0.0,0.0,1.781,,1.781,0.0,0.0,,0.242,,,-4.465,,-5.778,-0.731,-4.465,0.175,-1.742,-4.18,,,85.388,85.388,,0.757,0.117,,0.285,,,86.161,12.421,32.743,30699247.0,0.0,102.6445,1.75,2.83,1.55
947,2012-10-22,67984M10,89938.0,44692.0,10.8691997528076,11.2399997711182,11.039999961853,2997.0,0.0119156846776605,10.8000001907349,11.0699996948242,6831.0,11.2399997711182,22.0,0.0119156846776605,066161,2012-06-30,2012.0,2.0,12.0,OLBK,67984M100,OLD LINE BANCSHARES INC,2012Q2,2012Q2,Q,2012-07-26,,,,207.6,,,,846.164,6.8535,71.26,,38.164,,1.675,6.8195,6.828,0.0,6.828,41.955,6.239,0.431,,,,0.634,0.006,,2.029,2.012,2.029,,4.047,4.681,3.491,,,846.164,774.484,2.029,-1.849,5.295,2.995,,23.764,,,573.145,,,10.91,0.056,71.68,0.0,7.347,0.0,,,0.983,,,,,,5.615,,3.94,,0.0,1.13,,-5.472,3.39,,,0.045,0.963,,0.963,0.0,0.546,,31.52,,,3.748,2.678,0.0,-42.034,3.785,-3.257,5.042,5.575,,0.0,,20.891,,0.086,-0.044,2.018,1.827,,,11.047,,7.657,410886.0,0.04,70.1236,10.27,11.2,9.46
948,2012-10-22,59047Q10,93307.0,53371.0,3.04999995231628,3.11999988555908,3.0699999332428,46365.0,0.0132013075053692,3.04999995231628,3.0699999332428,18082.0,3.11999988555908,263.0,0.0132013075053692,184057,2012-06-30,2012.0,2.0,12.0,MERU,59047Q103,MERU NETWORKS INC,2012Q2,2012Q2,Q,2012-07-26,51.703,2.173,6.486,4.379,,,,58.189,17.6705,16.013,2.979,30.43,30.43,8.388,17.6705,17.954,,17.954,2.979,8.148,0.32,,10.347,5.279,1.658,,0.0,-6.472,-6.472,-6.472,,0.548,2.206,7.629,28.68,13.496,58.189,42.176,-6.472,-0.014,-5.716,-6.31,,2.107,,0.0,12.271,12.271,24.499,24.499,1.789,16.013,0.0,0.0,0.0,,,0.162,,,,23.023,0.26,30.215,3.668,21.827,,0.0,1.11,,-4.829,15.083,,11.489,0.0,0.607,,0.585,0.0,0.0,,11.702,,,-20.959,0.02,-1.081,3.89,-20.959,0.014,-20.396,-20.668,,0.0,43.91,43.91,,4.021,0.0,0.215,0.291,,,60.457,7.539,45.374,12441630.0,0.0,31.4195,1.75,4.27,1.42
949,2012-10-22,49314310,79399.0,12304.0,8.80000019073486,9.21000003814697,8.93000030517578,4851.0,0.0240825731307268,8.32999992370605,8.97999954223633,5312.0,8.9399995803833,42.0,0.0240825731307268,028641,2012-06-30,2012.0,3.0,9.0,KTEC,493143101,KEY TECHNOLOGY INC,2012Q2,2012Q3,Q,2012-07-26,66.629,0.136,22.303,3.813,,,,88.932,5.3865,58.723,0.358,22.382,22.382,22.965,5.3865,5.351,0.007,5.351,0.358,4.925,0.902,,0.0,0.0,2.524,,0.0,0.264,0.264,0.264,24.3,,2.524,23.967,23.442,6.767,88.932,30.209,0.264,-0.107,2.682,0.373,,18.49,9.63,,13.78,13.78,34.619,34.619,0.398,58.723,0.0,0.017,1.254,,0.002,0.109,,,,43.187,,31.937,2.492,8.972,,0.0,1.8,,-6.372,57.908,,0.0,0.259,2.71,,2.71,0.0,0.0,,-0.51,,,-0.705,0.261,0.181,-1.792,-0.705,-0.532,-3.994,-1.052,,0.045,87.84,87.84,,0.901,-0.153,-0.702,-0.347,,,84.35,6.558,26.442,667400.0,0.0,53.51,10.0,13.97,9.49
950,2012-10-22,50210010,87652.0,17957.0,6.17000007629395,6.25,6.19999980926514,3768.0,0.0024252007715404,6.19999980926514,6.28000020980835,7944.0,6.25,9.0,0.0024252007715404,020297,2012-06-30,2012.0,2.0,12.0,LNBB,502100100,LNB BANCORP INC,2012Q2,2012Q2,Q,2012-07-26,,,,289.146,,,,1207.945,7.91,90.408,,56.619,,3.579,7.908,8.272,,7.944,0.827,63.733,0.271,,,,21.582,,,1.12,1.438,1.438,,0.664,22.246,2.713,,,1207.945,1092.408,1.438,-3.451,5.484,1.762,,9.308,,,850.159,,,14.388,0.075,115.537,0.328,,0.0,,,0.324,,,,,,8.904,,5.325,,0.0,1.099,,15.972,7.501,,20.0,15.002,0.769,,0.769,0.637,0.789,,37.282,,,2.943,5.992,2.793,-31.827,2.943,-5.975,10.517,3.848,,0.0,,28.94,,0.144,0.197,0.77,0.905,,,18.348,,10.847,273809.0,0.01,52.2715,6.58,6.93,6.0
951,2012-10-22,64125570,90288.0,45428.0,0.555000007152557,0.579999983310699,0.560000002384186,12115.0,0.0,0.560000002384186,0.579999983310699,12825.0,0.560000002384186,15.0,0.0,160488,2012-06-30,2012.0,2.0,12.0,NURO,641255708,NEUROMETRIX INC,2012Q2,2012Q2,Q,2012-07-26,15.298,0.009,0.384,0.009,,,,15.682,7.15,13.11,0.021,13.325,13.325,0.917,7.15,12.825,0.0,12.825,0.021,0.007,0.066,,0.181,0.145,0.0,,0.0,-2.772,-2.772,-2.772,,0.0,0.0,1.077,2.42,0.152,15.682,2.572,-2.772,0.005,-2.711,-2.772,,0.375,0.74,,0.519,0.519,2.205,2.205,0.079,13.11,0.0,0.0,0.0,,0.0,0.0,,,,12.878,,4.916,1.021,3.999,,0.0,0.029,,3.034,1.981,,0.0,0.01,0.137,,0.137,0.0,0.0,,7.461,,,-5.524,,0.428,0.201,-5.524,0.009,-4.628,-5.524,,0.0,4.287,4.287,,0.158,0.0,,0.0,,,9.683,1.999,7.702,5373471.0,0.0,7.9515,0.62,0.83,0.605
952,2012-10-22,92870X30,93433.0,53451.0,0.449999988079071,0.509999990463257,0.483999997377396,1816485.0,0.166265070438385,0.469999998807907,0.483999997377396,46156.0,0.449999988079071,1682.0,0.166265070438385,184994,2012-06-30,2012.0,2.0,12.0,VLTC,92870X309,VOLTARI CORP,2012Q2,2012Q2,Q,2012-07-26,40.796,1.404,47.125,36.178,,,,87.921,45.9595,40.367,0.0,18.014,17.58,,45.9595,46.164,,46.164,0.0,21.464,,,1.8,0.0,25.238,,0.0,,,,,9.536,34.774,0.0,25.883,21.671,87.921,47.554,,,,,,10.947,,,18.434,18.434,,,,40.367,0.0,,0.194,,0.0,,,,,14.913,,,,,,0.0,0.935,,4.355,,,0.0,0.0,3.795,,,,0.0,,-1.0,,,,,0.0,-1.351,,,6.725,,,0.0,,,,,-0.068,,,,,,,,47563022.0,0.0,28.6217,0.62,1.45,0.54
953,2012-10-22,89087830,12190.0,10042.0,14.8000001907349,14.8699998855591,-14.835000038147,0.0,0.00576271442696452,14.8000001907349,14.8699998855591,2968.0,,0.0,0.00576271442696452,015027,2012-06-30,2012.0,2.0,12.0,TORM,890878309,TOR MINERALS INTL INC,2012Q2,2012Q2,Q,2012-07-26,35.004,0.023,20.835,0.023,,,,55.839,3.3513,37.576,0.885,2.064,2.064,9.802,2.363,2.965,,2.965,8.126,2.785,0.639,,0.0,0.0,0.0,,7.241,1.559,1.559,1.559,,0.0,0.0,24.0,14.649,3.614,55.839,18.263,1.559,-0.019,2.846,2.076,,20.812,,,7.489,7.489,14.108,14.108,0.052,37.576,0.0,0.0,0.829,,0.0,0.517,,,,20.355,0.112,11.262,,1.46,,0.0,2.031,,-1.317,18.88,,0.567,0.399,1.179,,1.179,0.0,0.0,,3.409,,,2.955,0.254,-5.372,-2.031,2.955,0.004,-2.617,3.841,,0.0,26.916,26.916,,0.058,0.215,,0.886,,,21.646,,2.766,407027.0,0.0,49.6045,16.73,19.13,14.41
954,2012-10-22,51665110,92308.0,52777.0,8.55000019073486,8.64999961853027,8.60000038146973,16837.0,0.00927126780152321,8.60000038146973,8.64000034332275,6148.0,8.55000019073486,28.0,0.00927126780152321,178600,2012-06-30,2012.0,2.0,12.0,LPSB,516651106,LAPORTE BANCORP INC,2012Q2,2012Q2,Q,2012-07-26,,,,151.655,,,,478.55,4.5085,57.702,,10.554,,1.445,4.5085,4.872,0.0,4.661,0.83,71.692,0.214,,,,8.431,,,1.042,1.042,1.042,,0.734,9.165,2.601,,,478.55,420.848,1.042,-0.545,2.103,1.344,,9.653,,,304.087,,,5.568,0.061,57.702,0.211,,0.0,,,0.302,,,,,,3.465,,2.02,,0.0,0.114,,-0.532,2.901,,,10.484,0.423,,0.423,0.0,0.372,,-0.85,,,1.969,2.39,1.77,-3.463,1.969,-1.145,3.781,2.518,,0.0,,11.154,,0.122,,0.506,0.549,,,7.068,,4.167,117867.0,0.04,43.5804,9.35,9.5,7.72
955,2012-10-22,87929J10,88574.0,38469.0,1.76999998092651,1.83899998664856,1.80999994277954,169677.0,0.0168539173901081,1.78999996185303,1.79999995231628,52734.0,1.79999995231628,744.0,0.0168539173901081,138613,2012-06-30,2012.0,2.0,12.0,TSYS,87929J103,TELECOMMUNICATION SYS INC,2012Q2,2012Q2,Q,2012-07-26,183.706,15.612,186.439,136.636,,,,370.145,58.184,144.486,15.481,61.648,45.752,78.684,57.494,57.898,,57.898,15.481,120.728,5.498,,21.895,0.0,90.418,,0.0,-111.117,-111.117,-111.117,1160.3,30.606,121.024,11.129,100.977,124.682,370.145,225.659,-111.117,-0.072,6.431,-126.669,114.965,49.803,,,81.033,81.033,114.622,114.622,1.938,144.486,0.0,8.184,0.0,,0.0,-15.552,,,,82.729,1.827,108.191,8.931,29.507,,3.634,12.655,,4.854,141.531,,3.5,20.896,13.487,,13.109,0.0,0.0,,-16.942,-56.116,-86.332,-111.486,3.366,-3.986,-13.63,-111.486,0.032,35.426,-127.352,,0.0,214.657,214.657,,4.745,-16.032,0.809,-15.866,,,199.572,17.593,58.041,33971943.0,0.0,71.2145,1.23,2.88,1.2
